phase,card_id,repo_id,field,value_excerpt,judge_score,judge_reason,attr_confidence
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,full_description,Meet Qwen3-VL — the most powerful vision-language model in the Qwen series to da,2,The full description is a direct excerpt from the README.,0.900
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,keywords,"transformers, qwen3_vl, image-text-to-text, conversational",2,The keywords are directly taken from the metadata tags.,0.900
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,author,Qwen,2,The author is directly taken from the model ID in the metadata.,1.000
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,citation,https://arxiv.org/abs/2505.09388,2,The citation is directly taken from the metadata tags.,0.900
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,input_type,Multimodal,2,The input type is multimodal as stated in the README and metadata.,0.950
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,output_data,generated text,2,The output data is described as generated text in the README.,0.950
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,foundational_model,transformers,2,The foundational model is transformers as stated in the metadata.,0.850
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,category,natural language processing,1,The category is inferred as natural language processing based on the model's description.,0.950
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,documentation,https://huggingface.co/Qwen/Qwen3-VL-2B-Instruct,2,The documentation URL is directly taken from the model page.,1.000
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,is_private,False,2,The is_private field is directly taken from the metadata.,1.000
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,is_gated,False,1,The is_gated field is assumed as false since it is not explicitly mentioned in the source.,1.000
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_framework,pytorch,1,The framework is assumed as pytorch since it is not explicitly mentioned in the source.,0.950
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_license,apache-2.0,2,The license is directly taken from the metadata and README.,0.900
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_model_type,llm,2,The model type is llm as described in the README.,0.950
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_version,1.0,1,The version is assumed as 1.0 since it is not explicitly mentioned in the source.,1.000
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_description,Meet Qwen3-VL — the most powerful vision-language model in the Qwen series to da,2,The description is directly taken from the README.,0.900
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_owner,Qwen,2,The owner is directly taken from the model ID in the metadata.,1.000
M3: Chain-of-Thought,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_location,https://huggingface.co/Qwen/Qwen3-VL-2B-Instruct,2,The location is directly taken from the model page URL.,1.000
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,name,bert-base-uncased,2,The model name 'bert-base-uncased' is directly from the metadata and README.,1.000
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,version,1.0,1,The version '1.0' is assumed and not explicitly stated in the source material.,1.000
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,short_description,BERT is a transformers model pretrained on a large corpus of English data in a s,2,The short description is directly taken from the README excerpt.,0.900
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,full_description,BERT is a transformers model pretrained on a large corpus of English data in a s,2,The full description is directly taken from the README excerpt.,0.900
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,keywords,"transformers, pytorch, tf, jax, rust, coreml, onnx, bert, fill-mask, exbert, en",2,The keywords are directly taken from the metadata and README.,0.900
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,author,google-bert,2,The author 'google-bert' is directly from the metadata.,1.000
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,citation,https://arxiv.org/abs/1810.04805,2,The citation URL is directly from the metadata and README.,0.900
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,input_data,"https://huggingface.co/datasets/bookcorpus, https://huggingface.co/datasets/wiki",2,The input data URLs are directly from the metadata and README.,0.900
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,input_type,Text,2,The input type 'Text' is directly supported by the model description in the README.,0.950
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,output_data,predicted token,1,The output 'predicted token' is inferred from the 'fill-mask' pipeline tag and not explicitly stated.,0.950
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,foundational_model,BERT,2,The foundational model 'BERT' is directly from the README and metadata.,0.850
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,category,natural language processing,2,The category 'natural language processing' is directly supported by the model description in the README.,0.950
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,documentation,https://huggingface.co/google-bert/bert-base-uncased,2,The documentation URL is directly from the metadata.,1.000
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,is_private,False,2,The 'is_private' value 'False' is directly from the metadata.,1.000
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,is_gated,False,1,The 'is_gated' value 'False' is assumed and not explicitly stated in the source material.,1.000
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,ai_model_framework,pytorch,2,The framework 'pytorch' is directly from the metadata.,0.950
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,ai_model_license,apache-2.0,2,The license 'apache-2.0' is directly from the metadata and README.,0.900
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,ai_model_model_type,dnn,1,The model type 'dnn' is inferred from the model description and not explicitly stated.,0.950
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,ai_model_version,1.0,1,The version '1.0' is assumed and not explicitly stated in the source material.,1.000
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,ai_model_description,BERT is a transformers model pretrained on a large corpus of English data in a s,2,The AI model description is directly taken from the README excerpt.,0.900
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,ai_model_owner,google-bert,2,The owner 'google-bert' is directly from the metadata.,1.000
M3: Chain-of-Thought,3,google-bert/bert-base-uncased,ai_model_location,https://huggingface.co/google-bert/bert-base-uncased,2,The model location URL is directly from the metadata.,1.000
M3: Chain-of-Thought,4,google/electra-base-discriminator,name,electra-base-discriminator,2,The model name 'electra-base-discriminator' is directly taken from the metadata.,1.000
M3: Chain-of-Thought,4,google/electra-base-discriminator,version,1.0,1,The version '1.0' is assumed but not explicitly stated in the source material.,1.000
M3: Chain-of-Thought,4,google/electra-base-discriminator,short_description,**ELECTRA** is a new method for self-supervised language representation learning,2,The short description is directly taken from the README excerpt.,0.900
M3: Chain-of-Thought,4,google/electra-base-discriminator,full_description,**ELECTRA** is a new method for self-supervised language representation learning,2,The full description is directly taken from the README excerpt.,0.900
M3: Chain-of-Thought,4,google/electra-base-discriminator,keywords,"transformers, pytorch, tf, jax, rust, electra, pretraining, en",2,The keywords are directly taken from the metadata tags.,0.900
M3: Chain-of-Thought,4,google/electra-base-discriminator,author,google,2,The author 'google' is directly taken from the model ID in the metadata.,1.000
M3: Chain-of-Thought,4,google/electra-base-discriminator,citation,https://arxiv.org/abs/1406.2661,2,The citation URL is directly taken from the metadata tags.,0.900
M3: Chain-of-Thought,4,google/electra-base-discriminator,input_type,Text,2,The input type 'Text' is directly supported by the model's description in the README.,0.900
M3: Chain-of-Thought,4,google/electra-base-discriminator,output_data,probability that a token is 'real',2,The output data description is directly supported by the model's description in the README.,0.850
M3: Chain-of-Thought,4,google/electra-base-discriminator,foundational_model,Transformer,2,The foundational model 'Transformer' is directly supported by the model's description in the README.,0.900
M3: Chain-of-Thought,4,google/electra-base-discriminator,category,natural language processing,2,The category 'natural language processing' is directly supported by the model's description in the README.,0.950
M3: Chain-of-Thought,4,google/electra-base-discriminator,documentation,https://huggingface.co/google/electra-base-discriminator,2,The documentation URL is directly constructed from the model ID in the metadata.,1.000
M3: Chain-of-Thought,4,google/electra-base-discriminator,is_private,False,2,The 'is_private' value 'False' is directly taken from the metadata.,1.000
M3: Chain-of-Thought,4,google/electra-base-discriminator,is_gated,False,1,The 'is_gated' value 'False' is assumed but not explicitly stated in the source material.,1.000
M3: Chain-of-Thought,4,google/electra-base-discriminator,ai_model_framework,pytorch,2,The 'ai_model_framework' value 'pytorch' is directly taken from the metadata tags.,0.950
M3: Chain-of-Thought,4,google/electra-base-discriminator,ai_model_license,apache-2.0,2,The 'ai_model_license' value 'apache-2.0' is directly taken from the metadata tags and README.,0.900
M3: Chain-of-Thought,4,google/electra-base-discriminator,ai_model_model_type,dnn,1,The 'ai_model_model_type' value 'dnn' is inferred but not explicitly stated in the source material.,0.950
M3: Chain-of-Thought,4,google/electra-base-discriminator,ai_model_version,1.0,1,The 'ai_model_version' value '1.0' is assumed but not explicitly stated in the source material.,1.000
M3: Chain-of-Thought,4,google/electra-base-discriminator,ai_model_description,**ELECTRA** is a new method for self-supervised language representation learning,2,The 'ai_model_description' is directly taken from the README excerpt.,0.900
M3: Chain-of-Thought,4,google/electra-base-discriminator,ai_model_owner,google,2,The 'ai_model_owner' value 'google' is directly taken from the model ID in the metadata.,1.000
M3: Chain-of-Thought,4,google/electra-base-discriminator,ai_model_location,https://huggingface.co/google/electra-base-discriminator,2,The 'ai_model_location' URL is directly constructed from the model ID in the metadata.,1.000
M3: Chain-of-Thought,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,name,paraphrase-multilingual-MiniLM-L12-v2,2,The model name is directly taken from the HuggingFace API metadata and README.,1.000
M3: Chain-of-Thought,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,version,1.0,1,The version is assumed as '1.0' but is not explicitly mentioned in the source material.,1.000
M3: Chain-of-Thought,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,short_description,This is a [sentence-transformers](https://www.SBERT.net) model: It maps sentence,2,The short description is directly taken from the README.,0.900
M3: Chain-of-Thought,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,full_description,This is a [sentence-transformers](https://www.SBERT.net) model: It maps sentence,1,The full description is incomplete and cut off in the provided value.,0.900
M3: Chain-of-Thought,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,keywords,"sentence-transformers, pytorch, tf, onnx, openvino, bert, feature-extraction, se",2,The keywords are directly taken from the HuggingFace API metadata and README.,0.900
M3: Chain-of-Thought,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,author,sentence-transformers,2,The author is directly taken from the HuggingFace API metadata and README.,1.000
M3: Chain-of-Thought,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,citation,https://arxiv.org/abs/1908.10084,2,The citation is directly taken from the HuggingFace API metadata and README.,0.900
M3: Chain-of-Thought,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,input_type,Text,2,The input type is 'Text' as the model processes sentences and paragraphs.,0.900
M3: Chain-of-Thought,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,output_data,dense vector representation,2,The output is a 'dense vector representation' as described in the README.,0.850
M3: Chain-of-Thought,5,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,foundational_model,MiniLM-L12-v2,2,The foundational model is 'MiniLM-L12-v2' as described in the model name.,0.900
